PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
68304,1,1,"Name68304, Mrs. Surname68304",female,41.0,0,0,PC 17593,58.53216073509769,,C
730843,1,3,"Name730843, Mr. Surname730843",male,47.0,0,0,PC 17611,0.0,,S
763547,1,1,"Name763547, Mr. Surname763547",male,,0,0,343275,106.71125967350548,,C
950574,1,3,"Name950574, Mr. Surname950574",male,28.0,0,0,31418,23.954304733987428,,S
250016,1,1,"Name250016, Mrs. Surname250016",female,39.0,1,0,248698,60.14633560288504,,S
101421,0,3,"Name101421, Mr. Surname101421",male,40.0,0,0,315094,8.026335912723411,E25,C
80832,0,2,"Name80832, Mr. Surname80832",male,30.0,0,0,349237,32.69320166001948,B57 B59 B63 B66,S
364706,1,1,"Name364706, Mrs. Surname364706",female,32.0,0,0,343095,201.51856724237365,,C
773324,1,2,"Name773324, Mr. Surname773324",male,,1,1,36973,16.78528926718972,,S
418354,0,2,"Name418354, Mr. Surname418354",male,33.0,0,0,PC 17761,18.45858753404765,,S
476053,0,1,"Name476053, Mr. Surname476053",male,68.0,0,0,12460,0.0,,S
567133,0,3,"Name567133, Mrs. Surname567133",female,21.0,0,5,349222,22.62885927634396,,S
842566,0,3,"Name842566, Mr. Surname842566",male,21.0,0,0,345764,11.591910373800438,,S
41419,1,1,"Name41419, Mrs. Surname41419",female,57.0,0,1,370365,26.054957535703263,,S
846248,1,3,"Name846248, Mr. Surname846248",male,25.0,0,0,347082,263.1363673882179,,C
205855,0,3,"Name205855, Mr. Surname205855",male,,0,0,4137,17.445638874538105,,S
851246,0,3,"Name851246, Mrs. Surname851246",female,16.0,3,1,A/4 48871,19.495777278769687,,S
528898,0,3,"Name528898, Mr. Surname528898",male,34.0,0,0,C.A. 2673,5.525066163213388,T,S
967065,1,1,"Name967065, Miss. Surname967065",female,,1,1,33638,121.89063335688478,E77,S
781827,1,3,"Name781827, Mr. Surname781827",male,,1,1,S.O.C. 14879,13.143347564084294,B86,C
588150,0,3,"Name588150, Mr. Surname588150",male,35.0,0,0,36928,9.862700117819053,,C
106046,1,1,"Name106046, Mr. Surname106046",male,73.0,0,0,237671,60.001512698801285,,S
581302,0,3,"Name581302, Mr. Surname581302",male,21.0,0,0,2699,12.90370004765908,B22,C
675104,0,3,"Name675104, Mr. Surname675104",male,32.0,0,0,220845,8.185043380094905,,S
351864,0,3,"Name351864, Mr. Surname351864",male,33.0,0,0,244310,11.853269526495374,,S
71137,0,1,"Name71137, Mr. Surname71137",male,54.0,0,0,3101281,20.14366379310982,A19,S
87846,0,3,"Name87846, Mr. Surname87846",male,27.0,0,0,370129,9.640209277563484,,C
66804,0,2,"Name66804, Mr. Surname66804",male,28.0,1,0,248727,46.90889814641096,B49,S
85839,0,3,"Name85839, Mr. Surname85839",male,26.0,0,0,SOTON/O.Q. 3101306,17.813857646275803,,S
219727,0,3,"Name219727, Mr. Surname219727",male,8.0,3,2,3101295,55.13554215779008,,S
106208,0,1,"Name106208, Mr. Surname106208",male,73.0,0,0,2649,19.553102658550607,,S
471016,0,3,"Name471016, Mr. Surname471016",male,37.0,0,0,8475,5.85247135123791,E12,S
521057,0,3,"Name521057, Miss. Surname521057",female,,1,0,370365,15.298704766010772,,S
773703,0,3,"Name773703, Miss. Surname773703",female,,1,1,S.O.C. 14879,17.081672885871743,,S
11222,1,3,"Name11222, Mrs. Surname11222",female,,1,0,PC 17477,28.5810361840107,,S
173035,1,1,"Name173035, Mr. Surname173035",male,32.0,0,0,244252,11.78866187101947,,S
476938,1,1,"Name476938, Mr. Surname476938",male,12.0,1,2,2648,116.2054713155101,,S
70899,0,3,"Name70899, Mr. Surname70899",male,,0,0,237736,12.233003329853874,,S
865725,1,3,"Name865725, Mrs. Surname865725",female,,0,0,349242,8.585359896801819,,Q
406973,0,3,"Name406973, Mr. Surname406973",male,50.0,0,0,112059,6.54727666510122,,Q
862206,0,3,"Name862206, Mr. Surname862206",male,32.0,1,0,PC 17572,11.423688940716024,,S
364563,0,1,"Name364563, Mr. Surname364563",male,31.0,0,0,349221,10.814929760693357,,S
206786,0,3,"Name206786, Mr. Surname206786",male,39.0,0,0,C.A. 29566,4.403960189803747,,Q
806169,1,1,"Name806169, Mrs. Surname806169",female,34.0,0,2,113505,201.27285667840127,,S
867067,0,3,"Name867067, Miss. Surname867067",female,19.0,0,0,376564,7.210708851632222,,Q
325881,0,2,"Name325881, Mr. Surname325881",male,,1,1,248747,39.05488537353042,,S
643732,1,3,"Name643732, Mrs. Surname643732",female,30.0,1,0,348121,19.30194558806477,,Q
213346,1,1,"Name213346, Mr. Surname213346",male,25.0,0,0,349214,262.86615781282075,,C
215763,0,3,"Name215763, Mr. Surname215763",male,39.0,0,0,367231,10.792650936358054,,Q
615798,0,3,"Name615798, Mr. Surname615798",male,25.0,0,0,248727,12.795738489209386,,Q
429767,0,2,"Name429767, Mr. Surname429767",male,35.0,1,0,364848,0.0,,C
537935,0,3,"Name537935, Mr. Surname537935",male,35.0,1,0,250655,11.284348259150624,,Q
368699,0,3,"Name368699, Mr. Surname368699",male,31.0,0,0,PC 17755,9.743589458047223,,C
248083,1,1,"Name248083, Mrs. Surname248083",female,,3,2,29108,274.8162904594613,,S
274524,0,3,"Name274524, Mr. Surname274524",male,,1,1,374887,8.434690886843896,,S
326708,0,3,"Name326708, Mr. Surname326708",male,27.0,0,0,2625,8.583481240399676,A36,Q
434279,0,3,"Name434279, Mr. Surname434279",male,32.0,0,0,19996,5.402448621459521,E58,S
457713,0,2,"Name457713, Mr. Surname457713",male,,0,0,347078,3.005682458579314,,S
81110,1,3,"Name81110, Miss. Surname81110",female,34.0,1,0,347071,21.35831529157228,,S
82391,0,3,"Name82391, Mr. Surname82391",male,37.0,1,0,370375,10.730410812001526,,S
363950,0,3,"Name363950, Mr. Surname363950",male,,0,0,367230,6.575522951985903,D9,S
20430,0,2,"Name20430, Mrs. Surname20430",female,46.0,0,0,SOTON/OQ 3101317,4.665590869982765,,S
127774,1,3,"Name127774, Miss. Surname127774",female,21.0,1,0,347060,13.085089729154015,,S
72656,0,3,"Name72656, Mr. Surname72656",male,42.0,0,0,113050,10.55882817195403,E10,S
765859,1,1,"Name765859, Mr. Surname765859",male,31.0,0,0,330935,52.78446783424359,,S
136430,0,1,"Name136430, Capt. Surname136430",male,,0,0,F.C.C. 13529,112.20883898229503,E44,C
983257,1,1,"Name983257, Miss. Surname983257",female,,0,1,28228,196.14746178760464,,S
666302,1,3,"Name666302, Mrs. Surname666302",female,37.0,0,0,PC 17608,6.079622765367793,,S
991780,1,2,"Name991780, Lady. Surname991780",female,,2,2,A/5 2817,50.90389870344491,C148,C
175550,0,1,"Name175550, Mr. Surname175550",male,49.0,0,0,347088,19.459897646102164,E58,S
490726,0,1,"Name490726, Mr. Surname490726",male,60.0,0,0,315089,52.66536830675628,,S
755928,0,3,"Name755928, Mr. Surname755928",male,43.0,0,0,13214,8.835312100237838,,S
994589,0,3,"Name994589, Master. Surname994589",female,2.0,0,0,237798,9.9545822142033,,S
363044,0,2,"Name363044, Mr. Surname363044",male,25.0,0,0,367230,22.86399098864984,,S
862061,1,2,"Name862061, Miss. Surname862061",female,36.0,0,0,250652,31.665078248988262,,S
188469,0,3,"Name188469, Mr. Surname188469",male,5.0,8,2,54636,71.88432197790844,,S
599425,1,3,"Name599425, Mr. Surname599425",male,22.0,0,0,364498,34.645263562558846,,S
983652,0,2,"Name983652, Mr. Surname983652",male,23.0,0,0,347074,36.93842840188072,,S
724968,0,2,"Name724968, Mr. Surname724968",male,55.0,0,0,16966,1.652923511346828,,S
838218,0,2,"Name838218, Mr. Surname838218",male,9.0,1,0,PC 17608,43.310142868616666,,S
388066,0,3,"Name388066, Mr. Surname388066",male,50.0,0,0,36963,16.75262240696545,,S
494484,0,3,"Name494484, Mr. Surname494484",male,19.0,0,0,345778,12.196189153158516,,S
29636,0,3,"Name29636, Mr. Surname29636",male,,0,0,111369,18.438325490068248,C65,S
151109,0,2,"Name151109, Mr. Surname151109",male,27.0,1,0,230080,53.17887045727658,,C
567000,1,1,"Name567000, Miss. Surname567000",female,48.0,0,0,349246,112.6021166193256,,C
212114,1,1,"Name212114, Miss. Surname212114",female,39.0,0,1,248727,106.87847428159289,B39,C
763509,1,1,"Name763509, Miss. Surname763509",female,59.0,0,0,2625,113.73080455520588,,S
821154,0,3,"Name821154, Miss. Surname821154",female,30.0,0,0,349252,0.0636103018822059,,S
17348,1,2,"Name17348, Mr. Surname17348",male,52.0,0,0,A/5 21173,1.1480122352647333,,S
770086,0,3,"Name770086, Mr. Surname770086",male,42.0,1,4,250647,31.975848179968413,B96 B98,S
38794,1,2,"Name38794, Miss. Surname38794",female,24.0,1,0,113760,18.723111623188192,,S
975823,1,1,"Name975823, Mrs. Surname975823",female,,1,1,F.C.C. 13528,67.71330119587357,C7,S
984300,1,3,"Name984300, Miss. Surname984300",female,14.0,0,1,28425,14.756311867541774,,S
656902,0,3,"Name656902, Mr. Surname656902",male,19.0,0,2,19947,20.43078559601596,,S
164789,1,1,"Name164789, Miss. Surname164789",female,23.0,0,0,219533,0.0,,C
513625,0,3,"Name513625, Mr. Surname513625",male,46.0,0,0,27042,10.866481761033738,,S
802627,0,2,"Name802627, Mr. Surname802627",male,38.0,1,0,17764,0.0,,S
154064,1,2,"Name154064, Miss. Surname154064",female,33.0,3,0,17764,11.966844393929556,,S
826402,0,2,"Name826402, Mr. Surname826402",male,38.0,0,0,112058,26.43254755915813,A34,S
214568,0,2,"Name214568, Mr. Surname214568",male,20.0,0,0,349204,4.958347879598545,C62 C64,S
35969,1,3,"Name35969, Master. Surname35969",female,,0,1,2680,14.656814600529447,,S
161528,1,3,"Name161528, Mr. Surname161528",male,0.0,1,1,CA. 2343,0.0,E49,S
385739,1,1,"Name385739, Mr. Surname385739",male,28.0,0,0,C.A. 24580,149.137288908906,,C
888057,0,3,"Name888057, Mr. Surname888057",male,27.0,0,0,26360,13.125871159903149,,S
256527,0,3,"Name256527, Mr. Surname256527",male,10.0,4,1,2674,36.72312026886513,,S
950435,1,1,"Name950435, Mr. Surname950435",male,48.0,0,0,36864,50.12081766594186,,S
645765,0,1,"Name645765, Mr. Surname645765",male,64.0,0,0,SC/AH Basle 541,14.66247302999315,B58 B60,S
516745,0,3,"Name516745, Mr. Surname516745",male,29.0,0,0,STON/O2. 3101282,9.00360186757912,,S
348443,0,1,"Name348443, Mr. Surname348443",male,33.0,0,0,PC 17473,65.4561556687783,,C
402227,1,2,"Name402227, Mrs. Surname402227",female,27.0,1,0,LINE,26.590650144726094,,C
38396,0,3,"Name38396, Mr. Surname38396",male,,0,0,2695,7.7549824722767715,B37,S
28398,0,3,"Name28398, Mr. Surname28398",male,,1,0,PC 17582,18.597061938892264,,S
433679,1,2,"Name433679, Mr. Surname433679",male,36.0,0,0,36963,8.528253626767398,E24,S
907209,0,3,"Name907209, Mr. Surname907209",male,29.0,1,1,110813,15.211628087757829,,S
647046,1,1,"Name647046, Mr. Surname647046",male,27.0,1,0,110813,0.0,,C
146415,0,3,"Name146415, Mr. Surname146415",male,27.0,1,1,349909,25.462918428950704,,S
994210,1,1,"Name994210, Mrs. Surname994210",female,,0,0,2627,117.03975775927276,,S
925092,0,3,"Name925092, Mr. Surname925092",male,30.0,0,0,SC 1748,9.816297675878292,E50,C
529625,0,3,"Name529625, Miss. Surname529625",female,29.0,0,0,3101295,13.721371494104538,E25,C
989871,1,1,"Name989871, Miss. Surname989871",female,33.0,1,0,11668,34.191986764293524,,S
374043,1,3,"Name374043, Master. Surname374043",female,0.0,2,1,248727,14.09346400635278,B38,C
970971,0,2,"Name970971, Mr. Surname970971",male,61.0,0,0,A/5. 2151,3.93271285800798,,S
556961,1,3,"Name556961, Ms. Surname556961",female,,1,0,695,17.9215057314634,,S
974416,1,2,"Name974416, Mrs. Surname974416",female,30.0,0,0,248727,21.61274997369886,B51 B53 B55,S
835015,0,3,"Name835015, Mr. Surname835015",male,21.0,0,1,234360,12.844559463521922,,C
676346,0,3,"Name676346, Mr. Surname676346",male,46.0,0,0,28551,11.697023812660412,D36,S
826226,0,3,"Name826226, Mr. Surname826226",male,27.0,0,0,315086,3.014551102182208,,S
381239,0,2,"Name381239, Mr. Surname381239",male,,1,2,SC/Paris 2123,32.81831084974053,,S
563215,1,3,"Name563215, Mrs. Surname563215",female,17.0,0,0,A/4. 20589,11.429209755242605,,S
76924,0,3,"Name76924, Mr. Surname76924",male,34.0,0,0,PC 17757,2.150961822945441,,S
597022,0,3,"Name597022, Mr. Surname597022",male,32.0,0,0,4136,13.833227432473509,,S
509682,1,2,"Name509682, Mrs. Surname509682",female,24.0,0,0,2687,21.863544085152853,B28,S
456255,0,3,"Name456255, Mr. Surname456255",male,4.0,0,0,236852,22.078698028599533,,S
344217,1,1,"Name344217, Mrs. Surname344217",female,46.0,0,0,2694,0.0,,S
804689,1,3,"Name804689, Mrs. Surname804689",female,35.0,0,1,347074,11.340428261773472,,S
486484,0,2,"Name486484, Mr. Surname486484",male,7.0,0,0,1601,23.97855735503377,,S
406295,0,3,"Name406295, Mr. Surname406295",male,37.0,0,0,111426,1.2265394423339908,C47,S
308955,0,3,"Name308955, Mr. Surname308955",male,,0,0,SC/PARIS 2146,6.926991289762618,,Q
474550,1,3,"Name474550, Miss. Surname474550",female,39.0,1,1,C.A. 24579,37.267467395259146,,S
481284,0,2,"Name481284, Mr. Surname481284",male,34.0,0,0,4133,0.0,,S
606152,0,3,"Name606152, Mr. Surname606152",male,19.0,0,0,SOTON/OQ 392090,5.68092427278899,,S
361902,0,3,"Name361902, Mr. Surname361902",male,,0,0,365226,0.0,,S
447586,0,3,"Name447586, Mr. Surname447586",male,30.0,0,0,21440,8.89939405621137,,C
14682,0,3,"Name14682, Mr. Surname14682",male,43.0,0,0,PC 17597,5.914114480072267,,Q
878566,0,3,"Name878566, Mr. Surname878566",male,0.0,4,1,113794,30.205733672005685,,Q
637516,0,3,"Name637516, Mr. Surname637516",male,,0,0,SC/AH 29037,8.152472565636462,,Q
861357,0,3,"Name861357, Mr. Surname861357",male,29.0,0,0,113806,9.76645511799811,,C
751170,1,3,"Name751170, Mr. Surname751170",male,26.0,0,0,349240,26.12206255023528,,S
306552,0,3,"Name306552, Mr. Surname306552",male,24.0,0,0,13567,24.638813161097687,D50,S
946760,0,3,"Name946760, Mr. Surname946760",male,19.0,0,0,244367,3.380342373541641,C52,S
791736,0,2,"Name791736, Mr. Surname791736",male,,0,0,371110,21.65881828482088,,S
465047,0,1,"Name465047, Mr. Surname465047",male,47.0,0,0,C.A. 17248,30.57546494102408,,C
834796,1,1,"Name834796, Miss. Surname834796",female,41.0,0,1,239853,29.55637010878972,,S
413008,0,3,"Name413008, Mr. Surname413008",male,32.0,0,0,2628,16.058198927310606,,S
100835,0,3,"Name100835, Mr. Surname100835",male,33.0,0,0,36865,16.41815853072863,,S
529834,0,3,"Name529834, Mr. Surname529834",male,10.0,0,0,345767,10.342724426238115,,S
829407,0,2,"Name829407, Mr. Surname829407",male,48.0,0,0,19950,0.0,,S
241884,1,2,"Name241884, Mrs. Surname241884",female,21.0,0,0,315097,10.836525283764583,,S
819812,0,3,"Name819812, Mr. Surname819812",male,35.0,1,1,PC 17611,15.503353753613068,C62 C64,S
734935,0,2,"Name734935, Col. Surname734935",male,,0,0,231919,26.20352928561671,,S
211682,0,3,"Name211682, Mr. Surname211682",male,19.0,0,0,113043,5.128035144811339,E121,Q
707872,0,3,"Name707872, Mr. Surname707872",male,40.0,1,1,349208,39.79138380073454,C2,S
792291,0,3,"Name792291, Mr. Surname792291",male,26.0,0,0,PC 17604,20.00920286787186,,S
123093,0,1,"Name123093, Mr. Surname123093",male,53.0,0,0,113767,31.809049961381135,,C
830213,0,2,"Name830213, Mr. Surname830213",male,,0,0,C.A. 33112,20.148998709311595,,S
165085,0,3,"Name165085, Mrs. Surname165085",female,52.0,1,0,113798,23.489589357190507,,S
280310,0,3,"Name280310, Mrs. Surname280310",female,31.0,1,0,244367,9.678435059244183,C23 C25 C27,S
65110,0,1,"Name65110, Mr. Surname65110",male,,0,0,PC 17558,23.56563176663264,,C
732480,1,3,"Name732480, Rev. Surname732480",male,,0,0,250652,33.4594538981168,C123,S
198202,0,3,"Name198202, Mr. Surname198202",male,27.0,0,0,2694,9.433319760089743,,S
996898,1,3,"Name996898, Miss. Surname996898",female,,0,3,341826,13.75263209134036,,C
894065,0,3,"Name894065, Mr. Surname894065",male,27.0,0,0,2620,6.702819378453861,F G73,S
304899,0,3,"Name304899, Miss. Surname304899",female,25.0,1,0,A/5. 3337,8.365465418648894,E38,S
13900,0,3,"Name13900, Miss. Surname13900",female,26.0,0,1,220367,11.224656454828931,,C
123450,0,3,"Name123450, Mr. Surname123450",male,21.0,0,0,17764,11.071675096979371,,S
768382,1,3,"Name768382, Mr. Surname768382",male,30.0,1,0,110465,9.56634244872994,E25,C
161490,0,3,"Name161490, Miss. Surname161490",female,30.0,0,2,384461,11.555183746173824,,S
36059,0,3,"Name36059, Mr. Surname36059",male,20.0,1,0,239865,4.2074548669507,,S
540965,0,1,"Name540965, Mr. Surname540965",male,35.0,0,0,A/5 21173,0.0,,S
597272,1,3,"Name597272, Mr. Surname597272",male,23.0,0,0,3101267,0.0,,S
159985,0,1,"Name159985, Mr. Surname159985",male,46.0,0,0,347470,49.05673101766316,,S
556209,1,1,"Name556209, Miss. Surname556209",female,33.0,1,0,2680,185.43312307731864,,C
484657,0,3,"Name484657, Mr. Surname484657",male,31.0,0,0,358585,8.142096521281426,,S
126246,0,3,"Name126246, Mr. Surname126246",male,6.0,5,2,240929,21.60489542867784,,S
18426,1,1,"Name18426, Mrs. Surname18426",female,17.0,3,2,CA. 2343,232.92446193773205,,S
426751,1,2,"Name426751, Mrs. Surname426751",female,33.0,0,0,C.A. 31026,8.179976696407163,C52,S
724124,0,2,"Name724124, Mr. Surname724124",male,54.0,0,0,SOTON/O2 3101287,31.791016531658077,,S
347890,0,3,"Name347890, Mr. Surname347890",male,6.0,4,2,347742,43.9546411938323,B77,S
632484,0,3,"Name632484, Mr. Surname632484",male,26.0,0,0,A/5. 3336,8.285435326912562,,S
458517,1,2,"Name458517, Mrs. Surname458517",female,34.0,0,0,347082,17.130477745635023,,S
708142,0,3,"Name708142, Mr. Surname708142",male,31.0,0,0,A/5 3902,10.589793562915936,A24,C
927580,1,3,"Name927580, Mrs. Surname927580",female,26.0,3,0,112053,9.281513328858653,,S
547851,1,1,"Name547851, Miss. Surname547851",female,54.0,1,0,17764,103.97446784343498,,S
722947,1,3,"Name722947, Miss. Surname722947",female,23.0,0,0,226875,8.386450290666597,,S
141950,0,2,"Name141950, Mr. Surname141950",male,25.0,0,0,A/4 48871,22.8532999253947,,S
725652,0,1,"Name725652, Mr. Surname725652",male,45.0,1,4,F.C.C. 13529,252.8639462276266,,S
598106,0,3,"Name598106, Mr. Surname598106",male,33.0,0,0,PC 17474,10.916985473185946,B4,C
482676,1,1,"Name482676, Mrs. Surname482676",female,20.0,1,2,113505,113.54682999927417,,S
218898,1,3,"Name218898, Mr. Surname218898",male,,0,0,370129,3.273326902361516,,S
100531,1,3,"Name100531, Mr. Surname100531",male,28.0,0,0,2666,45.94738890668885,,S
584564,0,1,"Name584564, Mr. Surname584564",male,78.0,1,1,11668,56.27838619019543,A20,S
560984,0,3,"Name560984, Mr. Surname560984",male,14.0,3,1,248747,31.631933566726502,,S
967228,0,3,"Name967228, Mr. Surname967228",male,,0,0,113514,6.3403058952139695,,S
157722,0,2,"Name157722, Mr. Surname157722",male,23.0,2,0,110813,20.6985728480952,,C
409910,0,3,"Name409910, Mr. Surname409910",male,20.0,0,0,364849,6.011767639099807,,S
14042,1,3,"Name14042, Master. Surname14042",female,12.0,0,1,113798,15.53953530085934,C32,S
11825,1,1,"Name11825, Miss. Surname11825",female,28.0,0,0,SOTON/OQ 392082,99.93140068252582,B3,S
378689,0,3,"Name378689, Mrs. Surname378689",female,25.0,0,0,PC 17483,13.549127356806794,,S
704075,1,1,"Name704075, Miss. Surname704075",female,26.0,3,2,248740,223.317557506424,,S
968376,0,3,"Name968376, Mrs. Surname968376",female,,0,0,S.O.C. 14879,9.658709635734384,,S
489567,0,3,"Name489567, Mr. Surname489567",male,29.0,1,0,240929,0.0,,S
647876,1,2,"Name647876, Miss. Surname647876",female,,1,1,367226,25.39679784522377,,S
850948,0,3,"Name850948, Mr. Surname850948",male,12.0,0,0,2653,7.267323407743794,,C
625581,1,1,"Name625581, Master. Surname625581",female,9.0,1,0,2671,111.95620504536484,,S
578355,0,3,"Name578355, Mr. Surname578355",male,42.0,0,0,A/4 48871,14.87596382081957,,S
777616,0,1,"Name777616, Mr. Surname777616",male,,0,0,12749,0.0,,S
441539,0,1,"Name441539, Mr. Surname441539",male,30.0,1,0,231945,74.16980030826159,,C
854496,0,3,"Name854496, Mr. Surname854496",male,13.0,0,0,19950,13.557391616147514,,S
266325,0,2,"Name266325, Mr. Surname266325",male,33.0,0,0,A/5 3902,1.5350263461533502,,S
886714,0,3,"Name886714, Mr. Surname886714",male,35.0,0,0,A/5 21171,10.632904095143944,,S
805885,0,3,"Name805885, Mr. Surname805885",male,51.0,0,0,SC/PARIS 2146,4.712758589878069,,Q
24493,0,3,"Name24493, Mr. Surname24493",male,27.0,0,0,370370,10.037718297770764,C83,S
245464,1,2,"Name245464, Master. Surname245464",female,,2,1,C.A. 33112,37.78127031070267,B51 B53 B55,S
439834,1,3,"Name439834, Mr. Surname439834",male,37.0,0,0,382652,20.009101879983174,,S
845182,1,1,"Name845182, Mr. Surname845182",male,,0,0,347464,56.844353977041926,,S
71604,0,2,"Name71604, Mr. Surname71604",male,40.0,0,0,111361,34.143753839317434,,S
280999,0,2,"Name280999, Mr. Surname280999",male,37.0,0,0,C.A. 31921,35.66077525034763,,S
95525,0,3,"Name95525, Mr. Surname95525",male,27.0,1,1,347054,13.28314550610184,,C
727497,1,1,"Name727497, Miss. Surname727497",female,14.0,0,1,234818,70.38402689983194,,S
259607,1,1,"Name259607, Mrs. Surname259607",female,36.0,1,0,349206,91.51914793703862,,S
954248,0,3,"Name954248, Miss. Surname954248",female,,1,1,2668,11.721528503830186,,S
260733,1,1,"Name260733, Mrs. Surname260733",female,40.0,0,0,349248,140.40758474702224,,S
774488,0,3,"Name774488, Mr. Surname774488",male,51.0,0,0,244270,2.365950717138044,,S
740823,0,2,"Name740823, Mr. Surname740823",male,,1,2,7598,21.882737419149805,,S
658167,0,3,"Name658167, Mr. Surname658167",male,32.0,1,0,12460,18.761582343942724,,S
581348,0,3,"Name581348, Mr. Surname581348",male,26.0,0,0,323951,9.565344605443858,,Q
605481,0,2,"Name605481, Mr. Surname605481",male,19.0,0,0,347466,2.631934453186535,,S
910310,1,2,"Name910310, Miss. Surname910310",female,38.0,0,0,STON/O 2. 3101293,17.63312141730122,,S
596163,0,2,"Name596163, Mr. Surname596163",male,35.0,1,0,19943,21.013318929864017,,S
586574,0,3,"Name586574, Mr. Surname586574",male,21.0,0,0,A/5 3536,1.4662234634795417,,S
214057,0,3,"Name214057, Miss. Surname214057",female,24.0,0,0,C.A. 33112,5.463002594297464,,S
694212,0,3,"Name694212, Mr. Surname694212",male,38.0,0,0,PC 17582,8.922137655553838,,S
649601,1,3,"Name649601, Mr. Surname649601",male,36.0,0,0,323592,46.35308048207593,,S
369850,1,3,"Name369850, Mr. Surname369850",male,27.0,0,0,SO/C 14885,32.6531048179493,,S
107170,0,2,"Name107170, Mr. Surname107170",male,26.0,0,0,223596,0.0,,S
833833,0,2,"Name833833, Mr. Surname833833",male,57.0,0,0,7553,0.0,,S
633315,0,3,"Name633315, Mr. Surname633315",male,,3,2,28403,50.62301105805565,,S
934738,0,3,"Name934738, Dr. Surname934738",male,26.0,0,0,248698,12.474456785803586,C54,S
580963,1,1,"Name580963, Miss. Surname580963",female,26.0,1,0,29108,35.81013836470678,,C
27420,1,3,"Name27420, Mrs. Surname27420",female,,0,0,28665,11.20494987776831,C2,S
263766,0,1,"Name263766, Mr. Surname263766",male,38.0,0,0,364846,31.94102302306417,,S
769808,1,1,"Name769808, Mrs. Surname769808",female,53.0,1,0,113028,107.88937862898835,,Q
792025,1,1,"Name792025, Miss. Surname792025",female,58.0,1,0,A/5. 13032,21.938500960620534,,C
889747,0,3,"Name889747, Mr. Surname889747",male,,0,0,234686,4.130400303691365,C45,S
948282,0,2,"Name948282, Mr. Surname948282",male,,2,0,2653,39.75402376851828,,S
826341,0,3,"Name826341, Mr. Surname826341",male,40.0,0,0,349205,5.5537678376433846,,S
726353,1,2,"Name726353, Mrs. Surname726353",female,,1,0,234818,32.88939899751668,,S
197423,0,3,"Name197423, Mr. Surname197423",male,37.0,0,0,11771,7.075751973898464,F33,S
283472,1,1,"Name283472, Miss. Surname283472",female,56.0,1,0,SOTON/OQ 3101317,0.0,,C
807626,0,1,"Name807626, Mr. Surname807626",male,75.0,0,0,17466,0.0,,C
540590,0,3,"Name540590, Mr. Surname540590",male,25.0,0,0,371110,7.522683359805548,,S
609449,1,1,"Name609449, Mr. Surname609449",male,,3,2,345783,173.6953890924225,,S
203282,0,3,"Name203282, Mr. Surname203282",male,20.0,0,0,W./C. 6609,14.92026214423098,,C
869116,0,3,"Name869116, Mr. Surname869116",male,25.0,1,1,330923,14.49981876860349,A23,C
654098,0,3,"Name654098, Master. Surname654098",female,,0,0,350036,4.168596738761469,,S
217410,0,3,"Name217410, Mr. Surname217410",male,36.0,0,0,C.A. 29395,1.8168606217455812,,S
213856,0,1,"Name213856, Mr. Surname213856",male,20.0,0,0,367232,111.0330211931487,B19,S
231853,1,3,"Name231853, Mr. Surname231853",male,,1,2,2669,0.0,C22 C26,S
78064,0,3,"Name78064, Mr. Surname78064",male,14.0,0,0,PC 17608,10.512964863022969,,S
344845,0,3,"Name344845, Mr. Surname344845",male,33.0,0,0,345767,9.34117296992757,,S
437872,0,2,"Name437872, Mr. Surname437872",male,33.0,1,0,19988,24.03440898033377,,S
735204,0,3,"Name735204, Mr. Surname735204",male,26.0,0,0,113798,4.541354823536798,,C
745479,1,1,"Name745479, Miss. Surname745479",female,21.0,1,0,P/PP 3381,123.28230750461972,B101,C
291704,0,2,"Name291704, Mr. Surname291704",male,,0,0,371110,6.740989674589637,,S
210616,1,1,"Name210616, Mr. Surname210616",male,,0,0,347054,37.726048676286986,A24,S
138932,0,3,"Name138932, Master. Surname138932",female,12.0,4,2,7534,32.20815737558121,,S
638002,0,3,"Name638002, Mr. Surname638002",male,23.0,0,0,112053,11.396496627987084,B86,S
496378,0,2,"Name496378, Mr. Surname496378",male,33.0,0,1,A/5 3594,15.17919632509417,,S
729593,0,2,"Name729593, Mr. Surname729593",male,12.0,1,1,363291,15.443035812873203,C22 C26,S
583805,0,2,"Name583805, Mr. Surname583805",male,22.0,0,0,250647,51.30375773219012,,S
235243,0,3,"Name235243, Mr. Surname235243",male,,4,1,110152,33.67315998810816,,Q
203944,1,2,"Name203944, Mrs. Surname203944",female,,0,1,392096,27.04039355331653,,S
592384,0,3,"Name592384, Mr. Surname592384",male,28.0,0,0,230434,11.828208707445167,C78,Q
839217,0,2,"Name839217, Mr. Surname839217",male,42.0,0,0,347067,0.0,,S
747284,1,3,"Name747284, Mr. Surname747284",male,,0,0,3101296,0.0,,S
280678,1,2,"Name280678, Mr. Surname280678",male,17.0,0,2,C 7075,23.10099852450889,,S
405817,0,3,"Name405817, Col. Surname405817",male,18.0,0,0,234818,7.562440836758969,,Q
727080,0,3,"Name727080, Mr. Surname727080",male,,2,0,112052,8.882800196680302,,S
23349,0,3,"Name23349, Sir. Surname23349",male,42.0,0,0,350042,13.304172958136215,,Q
